INCIDENT NO,RPT DATE,RPT TIME,INCIDENT TYPE DESCRIPTION
202770023,10/3/2020,0205,273AB PC CHLD ABUSE NOT AGG
202770029,10/3/2020,0023,245A1 PC ASSAULT W/O FIREARM
202770052,10/3/2020,0440,243(E)(1) PC BATTERY DOMESTIC
202770055,10/3/2020,0524,211 PC ROBBERY ARMED
202770061,10/3/2020,0057,INFORMATION ONLY
202770062,10/3/2020,0053,148(A)(1) PC RESIST ARREST
202770063,10/3/2020,0057,594 PC VANDALISM-GRAFFITI
202770070,10/3/2020,0123,11364 HS DRUG PARAPHERNALIA
202770078,10/3/2020,0115,10851(A) VC VEHICLE THEFT
202770099,10/3/2020,0149,10851(A) VC VEHICLE THEFT
202770100,10/3/2020,0407,INFORMATION ONLY
202770102,10/3/2020,0150,5150 WI 72 HR MENTAL HOLD
202770105,10/3/2020,0155,23152B VC DUI ALCOHOL .08%
202770107,10/3/2020,0156,INFORMATION ONLY
202770113,10/3/2020,0820,2800.2(A) VC EVADING RECKLESS
202770122,10/3/2020,0216,DOMESTIC - 261 PC RAPE
202770124,10/3/2020,0357,647(F) PC DRUNK IN PUBLIC
202770132,10/3/2020,0242,5150 WI 72 HR MENTAL HOLD
202770142,10/3/2020,0409,5150 WI 72 HR MENTAL HOLD
202770144,10/3/2020,0305,246 PC SHOOT OCCU DWELL/VEH
202770145,10/3/2020,0307,459 PC BURG RESD-FORCE
202770149,10/3/2020,0315,417(A)(1) PC BRANDISH WEAPON
202770157,10/3/2020,0329,11377(A) HS POSN CNTRLD SUBS
202770159,10/3/2020,1001,246 PC SHOOT OCCU DWELL/VEH
202770176,10/3/2020,0438,20002VC HIT AND RUN-PROP DMG
202770178,10/3/2020,0443,459 PC BURG COMM-FORCE
202770188,10/3/2020,0530,422 PC CRIMINAL THREATS
202770196,10/3/2020,0606,261 PC RAPE
202770211,10/3/2020,0652,10851(A) VC VEHICLE THEFT
202770216,10/3/2020,0708,5150 WI 72 HR MENTAL HOLD
202770222,10/3/2020,0850,10851(A) VC VEHICLE THEFT
202770226,10/3/2020,1053,459 PC BURG COMM-FORCE
202770227,10/3/2020,0735,459 PC BURGLARY VEHICLE>$950
202770232,10/3/2020,0833,10851(A) VC VEHICLE THEFT
202770233,10/3/2020,0756,10851(A) VC VEHICLE THEFT
202770241,10/3/2020,0800,INFORMATION ONLY
202770249,10/3/2020,0828,459 PC BURG COMM-FORCE
202770250,10/3/2020,0837,10851(A) VC VEHICLE THEFT
202770256,10/3/2020,0847,11357A HS POSN CONC CANNABIS
202770261,10/3/2020,0853,459 PC BURGLARY VEHICLE<$950
202770280,10/3/2020,0907,242 PC BATTERY
202770282,10/3/2020,0909,5150 WI 72 HR MENTAL HOLD
202770286,10/3/2020,0914,STOP INFO ONLY
202770289,10/3/2020,0918,594 PC VANDALISM-$400 OR MORE
202770314,10/3/2020,1001,STOLEN PLATE
202770327,10/3/2020,1030,5150 WI 72 HR MENTAL HOLD
202770333,10/3/2020,1121,594 PC VANDALISM-$400 OR MORE
202770341,10/3/2020,1100,INFORMATION ONLY
202770348,10/3/2020,1042,5150 WI 72 HR MENTAL HOLD
202770349,10/3/2020,1042,487 PC GRAND THEFT OTHER
202770353,10/3/2020,1046,10851(A) VC VEHICLE THEFT
202770356,10/3/2020,1054,5150 WI 72 HR MENTAL HOLD
202770357,10/3/2020,1055,273.6APC DV RESTRAIN ORD VIOL
202770362,10/3/2020,1128,10851(A) VC VEHICLE THEFT
202770369,10/3/2020,1106,INFORMATION ONLY
202770380,10/3/2020,1121,10851(A) VC VEHICLE THEFT
202770391,10/3/2020,1135,240 PC ASSAULT
202770392,10/3/2020,1136,459 PC BURG COMM-FORCE
202770393,10/3/2020,1220,10851(A) VC VEHICLE THEFT
202770394,10/3/2020,1139,484PC PETTY THEFT OTHER
202770399,10/3/2020,1250,10851(A) VC VEHICLE THEFT
202770403,10/3/2020,1152,459 PC BURG COMM-NO FORCE
202770411,10/3/2020,1207,SUSPICIOUS CIRCUMSTANCES
202770419,10/3/2020,1214,5150 WI 72 HR MENTAL HOLD
202770421,10/3/2020,1217,594 PC VANDALISM-$400 OR MORE
202770424,10/3/2020,1355,484PC PETTY THEFT OTHER
202770441,10/3/2020,1246,20001 VC HIT AND RUN-DEATH/INJ
202770464,10/3/2020,1312,243.4 PC BATTERY SEXUAL
202770471,10/3/2020,1350,459 PC BURG RESD-FORCE
202770472,10/3/2020,1318,10851R OUTSIDE AGENCY RECOVERY
202770476,10/3/2020,1622,1181 VEH ACCIDENT-MINOR INJURY
202770480,10/3/2020,1332,594 PC VANDALISM-<$400
202770484,10/3/2020,1403,485 PC APPROPRIATE LOST PROP
202770490,10/3/2020,1448,243(E)(1) PC BATTERY DOMESTIC
202770492,10/3/2020,1343,STOP INFO ONLY
202770501,10/3/2020,1409,5150 WI 72 HR MENTAL HOLD
202770502,10/3/2020,1400,5150 WI 72 HR MENTAL HOLD
202770508,10/3/2020,1404,10851(A) VC VEHICLE THEFT
202770512,10/3/2020,1800,10851(A) VC VEHICLE THEFT
202770523,10/3/2020,1423,1055 DEATH/DEAD BODY
202770539,10/3/2020,2130,10851(A) VC VEHICLE THEFT
202770542,10/3/2020,1447,SUSPICIOUS CIRCUMSTANCES
202770543,10/3/2020,1447,10851(A) VC VEHICLE THEFT
202770547,10/3/2020,1542,1056A SUICIDE ATTEMPT
202770548,10/3/2020,1457,10851R OUTSIDE AGENCY RECOVERY
202770551,10/3/2020,1500,STOLEN PLATE
202770557,10/3/2020,1318,PROPERTY FOUND-GENERAL
202770566,10/3/2020,1522,594 PC VANDALISM-<$400
202770567,10/3/2020,1523,10851(A) VC VEHICLE THEFT
202770569,10/3/2020,1909,10851(A) VC VEHICLE THEFT
202770575,10/3/2020,1534,242 PC BATTERY
202770577,10/3/2020,1538,SUSPICIOUS CIRCUMSTANCES
202770578,10/3/2020,1540,314.1 PC INDECENT EXPOSURE
202770596,10/3/2020,1957,459 PC BURG COMM-NO FORCE
202770620,10/3/2020,1627,1181 VEH ACCIDENT-MINOR INJURY
202770623,10/3/2020,1629,STOLEN PLATE
202770626,10/3/2020,1631,10851(A) VC VEHICLE THEFT
202770637,10/3/2020,1642,SUSPICIOUS CIRCUMSTANCES
202770638,10/3/2020,1643,211 PC ROBBERY ARMED
202770641,10/3/2020,1645,INFORMATION ONLY
202770645,10/3/2020,1650,STOLEN PLATE
202770648,10/3/2020,1657,273.6APC DV RESTRAIN ORD VIOL
202770650,10/3/2020,1701,273.6APC DV RESTRAIN ORD VIOL
202770652,10/3/2020,1629,PROPERTY FOUND-GENERAL
202770668,10/3/2020,1719,INFORMATION ONLY
202770672,10/3/2020,1722,11364 HS DRUG PARAPHERNALIA
202770675,10/3/2020,2211,459 PC BURG RESD-FORCE
202770679,10/3/2020,1935,PROPERTY FOUND-GENERAL
202770685,10/3/2020,1733,10851(A) VC VEHICLE THEFT
202770696,10/3/2020,1744,148(A)(1) PC RESIST ARREST
202770712,10/3/2020,1755,245A1 PC ASSAULT W/O FIREARM
202770728,10/3/2020,1816,11364 HS DRUG PARAPHERNALIA
202770732,10/3/2020,1817,1055 DEATH/DEAD BODY
202770750,10/3/2020,1837,STOLEN PLATE
202770753,10/3/2020,1844,273.5(A) PC DV MINOR INJURY
202770778,10/3/2020,2015,261 PC RAPE
202770786,10/3/2020,1927,11364 HS DRUG PARAPHERNALIA
202770824,10/3/2020,1956,484PC PETTY THEFT OTHER
202770833,10/3/2020,2030,1065J MISSING JUVENILE
202770838,10/3/2020,2014,242 PC BATTERY
202770864,10/3/2020,2030,484PC PETTY THEFT FROM BLDG
202770866,10/3/2020,2101,20002VC HIT AND RUN-PROP DMG
202770872,10/3/2020,2039,459 PC BURG RESD-NO FORCE
202770875,10/3/2020,2201,245A1 PC ASSAULT W/O FIREARM
202770883,10/3/2020,2046,484PC PETTY THEFT SHOPLIFT<950
202770893,10/3/2020,2103,12020(A)PC POSN DANGEROUS WEAP
202770908,10/3/2020,2111,10851R OUTSIDE AGENCY RECOVERY
202770920,10/3/2020,2121,242 PC BATTERY
202770922,10/3/2020,2122,415 PC DISTURBING THE PEACE
202770924,10/3/2020,2124,RECOVERED PLATE
202770935,10/3/2020,2130,242 PC BATTERY
202770946,10/3/2020,2145,11377(A) HS POSN CNTRLD SUBS
202770949,10/3/2020,2145,484PC PETTY THEFT OTHER
202770953,10/3/2020,2151,23152A VC DUI ALCOHOL/DRUGS
202770958,10/3/2020,2158,245A1 PC ASSAULT W/O FIREARM
202770972,10/3/2020,2211,23152B VC DUI ALCOHOL .08%
202770974,10/3/2020,2213,273.5(A) PC DV SBI OR WEAPON
202770977,10/3/2020,2215,485 PC APPROPRIATE LOST PROP
202770980,10/3/2020,2219,211 PC ROBBERY STRONG-ARM
202770983,10/3/2020,2245,594 PC VANDALISM-$400 OR MORE
202770984,10/3/2020,2222,SUSPICIOUS CIRCUMSTANCES
202771003,10/3/2020,2353,SUSPICIOUS CIRCUMSTANCES
202771031,10/3/2020,2252,245A1 PC ASSAULT W/O FIREARM
202771046,10/3/2020,2326,11350 HS NARCOTICS POSSESSION
202771048,10/3/2020,2302,243(E)(1) PC BATTERY DOMESTIC
202771054,10/3/2020,2305,20002VC HIT AND RUN-PROP DMG
202771085,10/3/2020,2340,23110 VC THROW OBJ GBI INTENT
202771118,10/3/2020,2356,273.5(A) PC DV MINOR INJURY
202773200,10/3/2020,0731,459 PC BURGLARY VEHICLE<$950
202773201,10/3/2020,0531,487 PC FRAUD BY SCAM/SWINDLE
202773202,10/3/2020,0825,484PC PETTY THEFT OTHER
202773203,10/3/2020,0826,459 PC BURGLARY VEHICLE<$950
202773204,10/3/2020,0953,10852 VC VEHICLE TAMPERING
202773205,10/3/2020,1018,PROPERTY LOST
202773206,10/3/2020,1049,PROPERTY LOST
202773207,10/3/2020,1041,459PC BURG VEH-PARTS/ACC<$950
202773208,10/3/2020,1131,594 PC VANDALISM-GRAFFITI
202773209,10/3/2020,1247,10852 VC VEHICLE TAMPERING
202773210,10/3/2020,1139,PROPERTY LOST
202773211,10/3/2020,1254,10852 VC VEHICLE TAMPERING
202773212,10/3/2020,1224,530.5 PC IDENTITY THEFT
202773213,10/3/2020,1245,476 PC FICTICIOUS/NSF CHECK
202773214,10/3/2020,1419,459 PC BURGLARY VEHICLE>$950
202773215,10/3/2020,1615,487 PC FRAUD BY SCAM/SWINDLE
202773216,10/3/2020,1538,484PC PETTY THEFT BIKE
202773217,10/3/2020,1556,10852 VC VEHICLE TAMPERING
202773218,10/3/2020,1839,10852 VC VEHICLE TAMPERING
202773219,10/3/2020,1708,594 PC VANDALISM-<$400
202773220,10/3/2020,1904,484PC PETTY THEFT FROM BLDG
202773221,10/3/2020,1717,484 PC CREDIT/DEBIT CARD USE
202773222,10/3/2020,1910,530.5 PC IDENTITY THEFT
202773223,10/3/2020,1709,459 PC BURGLARY VEHICLE<$950
202773224,10/3/2020,2355,487 PC GRAND THEFT OTHER
202773225,10/3/2020,2337,459PC BURG VEH-PARTS/ACC<$950
202773226,10/3/2020,2325,459 PC BURGLARY VEHICLE>$950
202773227,10/3/2020,2149,459 PC BURGLARY VEHICLE<$950
202773228,10/3/2020,2103,594 PC VANDALISM-<$400
202773229,10/3/2020,1913,459 PC BURGLARY VEHICLE>$950
202773230,10/3/2020,1823,459PC BURG VEH PARTS/ACC>$950
202774000,10/3/2020,0108,20002VC HIT AND RUN-PROP DMG
202774001,10/3/2020,0855,1182 VEH ACCIDENT-PROPERTY DMG
202774002,10/3/2020,1005,20002VC HIT AND RUN-PROP DMG
202774003,10/3/2020,1429,20002VC HIT AND RUN-PROP DMG
202779500,10/3/2020,1539,1065J MISSING JUVENILE
202779501,10/3/2020,2043,242 PC BATTERY
202779502,10/3/2020,2214,422 PC CRIMINAL THREATS
202779503,10/3/2020,2224,1065J MISSING JUVENILE
202779504,10/3/2020,2229,1065J MISSING JUVENILE
202779505,10/3/2020,2239,1065J MISSING JUVENILE
202800894,10/3/2020,2237,451(D) PC ARSON PROPERTY
202770582,10/4/2020,0752,EMERGENCY POLICE/FIRE VEHICLE
202770654,10/4/2020,0124,23153A VC DUI ALCOHOL/DRUG GBI
202771102,10/4/2020,0001,23152B VC DUI ALCOHOL .08%
202780009,10/4/2020,0037,WARRANT & FUGITIVE
202780016,10/4/2020,0331,11550(A)HS UNDR INFL CNTRL SUB
202780020,10/4/2020,0008,242 PC BATTERY
202780050,10/4/2020,0024,OTHER FELONY
202780053,10/4/2020,0025,653.22 PC LOITER-INTENT-PROSTI
202780056,10/4/2020,0028,10851(A) VC VEHICLE THEFT
202780058,10/4/2020,0034,25850PC LOADED F/ARM PUBLC/FEL
202780082,10/4/2020,0006,242 PC BATTERY
202780085,10/4/2020,0057,11359 HS POSN MARIJUANA SALES
202780086,10/4/2020,0105,243(B) PC BATTERY ON AN OFC
202780094,10/4/2020,0156,1181 VEH ACCIDENT-MINOR INJURY
202780101,10/4/2020,0130,10851(A) VC VEHICLE THEFT
202780106,10/4/2020,0127,5150 WI 72 HR MENTAL HOLD
202780107,10/4/2020,0206,1181 VEH ACCIDENT-MINOR INJURY
202780128,10/4/2020,0152,5150 WI 72 HR MENTAL HOLD
202780132,10/4/2020,0237,23103(A) VC RECKLESS DRIVING
202780138,10/4/2020,0205,23152A VC DUI ALCOHOL/DRUGS
202780153,10/4/2020,0247,20001 VC HIT AND RUN-DEATH/INJ
202780162,10/4/2020,1218,211 PC ROBBERY ARMED
202780172,10/4/2020,0315,20002VC HIT AND RUN-PROP DMG
202780176,10/4/2020,0321,211 PC ROBBERY ARMED
202780204,10/4/2020,0814,10851R OUTSIDE AGENCY RECOVERY
202780206,10/4/2020,0520,23103(A) VC RECKLESS DRIVING
202780223,10/4/2020,0655,WARRANT & FUGITIVE
202780224,10/4/2020,0657,459 PC BURGLARY VEHICLE>$950
202780226,10/4/2020,0701,5150 WI 72 HR MENTAL HOLD
202780237,10/4/2020,0730,10851(A) VC VEHICLE THEFT
202780238,10/4/2020,0731,10851(A) VC VEHICLE THEFT
202780246,10/4/2020,0754,166 PC VIOLATE COURT ORDER
202780248,10/4/2020,0757,594 PC VANDALISM-$400 OR MORE
202780256,10/4/2020,0827,273.5(A) PC DV MINOR INJURY
202780264,10/4/2020,0852,1181 VEH ACCIDENT-MINOR INJURY
202780265,10/4/2020,0853,10851(A) VC VEHICLE THEFT
202780266,10/4/2020,0855,273.5(A) PC DV MINOR INJURY
202780277,10/4/2020,0919,602 PC TRESPASSING
202780278,10/4/2020,0948,459 PC BURG RESD-NO FORCE
202780288,10/4/2020,0933,20002VC HIT AND RUN-PROP DMG
202780293,10/4/2020,1015,5150 WI 72 HR MENTAL HOLD
202780295,10/4/2020,0930,1055 DEATH/DEAD BODY
202780298,10/4/2020,0946,10851(A) VC VEHICLE THEFT
202780301,10/4/2020,0947,DOMESTIC-422 PC CRIM THREATS
202780310,10/4/2020,1000,10851(A) VC VEHICLE THEFT
202780312,10/4/2020,1004,459 PC BURGLARY VEHICLE<$950
202780319,10/4/2020,1018,PROPERTY FOUND-GENERAL
202780320,10/4/2020,1042,WARRANT & FUGITIVE
202780327,10/4/2020,1023,STOP INFO ONLY
202780329,10/4/2020,1026,459 PC BURG RESD-FORCE
202780337,10/4/2020,1040,459 PC BURGLARY VEHICLE>$950
202780339,10/4/2020,1520,11377(A) HS POSN CNTRLD SUBS
202780345,10/4/2020,1054,594 PC VANDALISM-$400 OR MORE
202780350,10/4/2020,1209,273.5(A) PC DV MINOR INJURY
202780353,10/4/2020,1058,WARRANT & FUGITIVE
202780378,10/4/2020,1133,10851(A) VC VEHICLE THEFT
202780388,10/4/2020,1147,STOP INFO ONLY
202780390,10/4/2020,1151,11350 HS NARCOTICS POSSESSION
202780397,10/4/2020,1150,368DE PC ELD/DEPNDT FIN ABUSE
202780403,10/4/2020,1200,594 PC VANDALISM-$400 OR MORE
202780409,10/4/2020,1216,11377(A) HS POSN CNTRLD SUBS
202780421,10/4/2020,1622,594 PC VANDALISM-$400 OR MORE
202780422,10/4/2020,1226,11364 HS DRUG PARAPHERNALIA
202780430,10/4/2020,1243,5150 WI 72 HR MENTAL HOLD
202780435,10/4/2020,1246,240 PC ASSAULT
202780442,10/4/2020,1256,1181 VEH ACCIDENT-MINOR INJURY
202780445,10/4/2020,1301,459 PC BURGLARY VEHICLE<$950
202780453,10/4/2020,1311,11364 HS DRUG PARAPHERNALIA
202780460,10/4/2020,1317,STOP INFO ONLY
202780467,10/4/2020,1327,417(A)(1) PC BRANDISH WEAPON
202780469,10/4/2020,1330,1181 VEH ACCIDENT-MINOR INJURY
202780470,10/4/2020,1332,273.5(A) PC DV SBI OR WEAPON
202780490,10/4/2020,1405,STOLEN PLATE
202780499,10/4/2020,1438,11377(A) HS POSN CNTRLD SUBS
202780502,10/4/2020,1425,10851(A) VC VEHICLE THEFT
202780515,10/4/2020,1556,10851(A) VC VEHICLE THEFT
202780527,10/4/2020,1510,PROPERTY FOUND-GENERAL
202780530,10/4/2020,1623,1065A MISSING ADULT
202780538,10/4/2020,1525,WARRANT & FUGITIVE
202780540,10/4/2020,1525,459 PC BURG RESD-NO FORCE
202780555,10/4/2020,2117,11377(A) HS POSN CNTRLD SUBS
202780558,10/4/2020,1553,10851(A) VC VEHICLE THEFT
202780566,10/4/2020,1847,459 PC BURG COMM-FORCE
202780575,10/4/2020,1610,487 PC GRAND THEFT OTHER
202780579,10/4/2020,1617,459 PC BURG RESD-FORCE
202780589,10/4/2020,1625,INFORMATION ONLY
202780594,10/4/2020,1631,PROPERTY FOUND-GENERAL
202780596,10/4/2020,1822,459 PC BURG RESD-FORCE
202780599,10/4/2020,1639,211 PC ROBBERY STRONG-ARM
202780611,10/4/2020,1646,602 PC TRESPASSING
202780618,10/4/2020,1653,WARRANT & FUGITIVE
202780630,10/4/2020,1702,1055 DEATH/DEAD BODY
202780636,10/4/2020,1918,602 PC TRESPASSING
202780645,10/4/2020,2149,5150 WI 72 HR MENTAL HOLD
202780650,10/4/2020,1717,5150 WI 72 HR MENTAL HOLD
202780652,10/4/2020,1718,273.6APC DV RESTRAIN ORD VIOL
202780672,10/4/2020,1741,11364.1 HS POSN HYPODERMIC NDL
202780673,10/4/2020,1938,11364 HS DRUG PARAPHERNALIA
202780680,10/4/2020,1750,242 PC BATTERY
202780681,10/4/2020,1751,11377(A) HS POSN CNTRLD SUBS
202780685,10/4/2020,1753,10851(A) VC VEHICLE THEFT
202780697,10/4/2020,1803,487 PC PICK POCKET
202780701,10/4/2020,1805,273.5(A) PC DV MINOR INJURY
202780716,10/4/2020,1823,211 PC ROBBERY STRONG-ARM
202780729,10/4/2020,1836,647(F) PC DRUNK IN PUBLIC
202780730,10/4/2020,1836,10851(A) VC VEHICLE THEFT
202780733,10/4/2020,1916,1055 DEATH/DEAD BODY
202780736,10/4/2020,1838,243(E)(1) PC BATTERY DOMESTIC
202780737,10/4/2020,1958,487 PC GRAND THEFT BIKE
202780749,10/4/2020,1851,25400PC CONCLD WEAP/VEH/FEL
202780753,10/4/2020,2001,10851(A) VC VEHICLE THEFT
202780755,10/4/2020,1858,484PC PETTY THEFT SHOPLIFT<950
202780765,10/4/2020,2322,459 PC BURG RESD-NO FORCE
202780782,10/4/2020,1932,594 PC VANDALISM-$400 OR MORE
202780783,10/4/2020,1932,SUSPICIOUS CIRCUMSTANCES
202780784,10/4/2020,1932,WARRANT & FUGITIVE
202780788,10/4/2020,1938,5150 WI 72 HR MENTAL HOLD
202780794,10/4/2020,2215,10851(A) VC VEHICLE THEFT
202780796,10/4/2020,1955,11364 HS DRUG PARAPHERNALIA
202780800,10/4/2020,1948,5150 WI 72 HR MENTAL HOLD
202780803,10/4/2020,1956,484PC PETTY THEFT BIKE
202780823,10/4/2020,2020,211 PC ROBBERY ARMED
202780827,10/4/2020,2024,1065A MISSING ADULT
202780832,10/4/2020,2030,245A1 PC ASSAULT W/O FIREARM
202780833,10/4/2020,2030,INFORMATION ONLY
202780836,10/4/2020,2036,166 PC VIOLATE COURT ORDER
202780839,10/4/2020,2038,STOLEN PLATE
202780840,10/4/2020,2048,5150 WI 72 HR MENTAL HOLD
202780841,10/4/2020,1812,245A1 PC ASSAULT W/O FIREARM
202780857,10/4/2020,2059,5150 WI 72 HR MENTAL HOLD
202780859,10/4/2020,2104,459 PC BURG RESD-NO FORCE
202780871,10/4/2020,2005,SUSPICIOUS CIRCUMSTANCES
202780876,10/4/2020,2124,273.5(A) PC DV MINOR INJURY
202780888,10/4/2020,2145,5150 WI 72 HR MENTAL HOLD
202780889,10/4/2020,2146,5150 WI 72 HR MENTAL HOLD
202780905,10/4/2020,2204,288(A) PC L&L W/ UNDER 14YRS
202780906,10/4/2020,2207,1055 DEATH/DEAD BODY
202780915,10/4/2020,2245,166 PC VIOLATE COURT ORDER
202780960,10/4/2020,2320,594 PC VANDALISM-$400 OR MORE
202780975,10/4/2020,2353,273.5(A) PC DV SBI OR WEAPON
202780978,10/4/2020,2330,273.5(A) PC DV MINOR INJURY
202783200,10/4/2020,0226,484PC PETTY THEFT BIKE
202783201,10/4/2020,0202,459 PC BURGLARY VEHICLE<$950
202783202,10/4/2020,0816,10852 VC VEHICLE TAMPERING
202783203,10/4/2020,1009,459 PC BURGLARY VEHICLE<$950
202783204,10/4/2020,1131,459 PC BURGLARY VEHICLE>$950
202783205,10/4/2020,1121,10852 VC VEHICLE TAMPERING
202783206,10/4/2020,1446,10852 VC VEHICLE TAMPERING
202783207,10/4/2020,1332,459 PC BURGLARY VEHICLE>$950
202783208,10/4/2020,1437,459 PC BURGLARY VEHICLE<$950
202783209,10/4/2020,1446,459 PC BURGLARY VEHICLE<$950
202783210,10/4/2020,1637,484PC PETTY THEFT BIKE
202783211,10/4/2020,0040,459PC BURG VEH-PARTS/ACC<$950
202783212,10/4/2020,1312,594 PC VANDALISM-GRAFFITI
202783213,10/4/2020,1516,459 PC BURGLARY VEHICLE<$950
202783214,10/4/2020,1731,487 PC GRAND THEFT BIKE
202783215,10/4/2020,1728,530.5 PC IDENTITY THEFT
202783216,10/4/2020,0149,459 PC BURGLARY VEHICLE<$950
202783217,10/4/2020,1728,459 PC BURGLARY VEHICLE<$950
202783218,10/4/2020,1902,484PC PETTY THEFT OTHER
202783219,10/4/2020,1922,459 PC BURGLARY VEHICLE<$950
202783220,10/4/2020,1641,476 PC FICTICIOUS/NSF CHECK
202783221,10/4/2020,2008,459 PC BURGLARY VEHICLE>$950
202783222,10/4/2020,2116,459 PC BURGLARY VEHICLE<$950
202783223,10/4/2020,1728,487 PC PURSE SNATCH-NO RESIST
202783224,10/4/2020,2115,459 PC BURGLARY VEHICLE>$950
202783225,10/4/2020,1154,594 PC VANDALISM-<$400
202789500,10/4/2020,0223,242 PC BATTERY
202789501,10/4/2020,1614,1065J MISSING JUVENILE
202789502,10/4/2020,1851,1065A MISSING ADULT
202789503,10/4/2020,2128,1065J MISSING JUVENILE
202789504,10/4/2020,2148,1065A MISSING ADULT
202789505,10/4/2020,2218,1065J MISSING JUVENILE
202789701,10/4/2020,0844,20002VC HIT AND RUN-PROP DMG
202789702,10/4/2020,1240,20002VC HIT AND RUN-PROP DMG
202789703,10/4/2020,1610,20002VC HIT AND RUN-PROP DMG
202789851,10/4/2020,2248,INFORMATION ONLY
202800901,10/4/2020,0212,SUSPICIOUS CIRCUMSTANCES
202759701,10/5/2020,1946,273AB PC CHLD ABUSE NOT AGG
202780243,10/5/2020,1019,245A1 PC ASSAULT W/O FIREARM
202780437,10/5/2020,0821,5150 WI 72 HR MENTAL HOLD
202780799,10/5/2020,0101,666(A) PC PETTY THEFT W/PRIOR
202780910,10/5/2020,1611,5150 WI 72 HR MENTAL HOLD
202780936,10/5/2020,0154,647(F) PC DRUNK IN PUBLIC
202790007,10/5/2020,0022,11377(A) HS POSN CNTRLD SUBS
202790013,10/5/2020,0017,148(A)(1) PC DELAY ARREST
202790016,10/5/2020,0019,211 PC ROBBERY ARMED
202790054,10/5/2020,0145,20002VC HIT AND RUN-PROP DMG
202790058,10/5/2020,0149,25400PC CONCLD WEAP/VEH/FEL
202790059,10/5/2020,0322,5150 WI 72 HR MENTAL HOLD
202790067,10/5/2020,0651,594 PC VANDALISM-$400 OR MORE
202790070,10/5/2020,0231,166 PC VIOLATE COURT ORDER
202790072,10/5/2020,0234,INFORMATION ONLY
202790073,10/5/2020,0304,273.6APC DV RESTRAIN ORD VIOL
202790082,10/5/2020,0254,11364 HS DRUG PARAPHERNALIA
202790095,10/5/2020,0336,484PC PETTY THEFT OTHER
202790099,10/5/2020,0348,243(E)(1) PC BATTERY DOMESTIC
202790103,10/5/2020,0407,245A1 PC ASSAULT W/O FIREARM
202790110,10/5/2020,0450,11550(A)HS UNDR INFL CNTRL SUB
202790112,10/5/2020,0453,11364 HS DRUG PARAPHERNALIA
202790113,10/5/2020,0436,10852 VC VEHICLE TAMPERING
202790120,10/5/2020,0455,470(A) PC FORGERY
202790123,10/5/2020,0446,451(D) PC ARSON PROPERTY
202790124,10/5/2020,0500,459 PC BURG COMM-FORCE
202790126,10/5/2020,0505,10851(A) VC VEHICLE THEFT
202790142,10/5/2020,0644,459 PC BURG RESD-FORCE
202790147,10/5/2020,0709,5150 WI 72 HR MENTAL HOLD
202790150,10/5/2020,0714,459 PC BURG COMM-FORCE
202790154,10/5/2020,0723,10851(A) VC VEHICLE THEFT
202790158,10/5/2020,0732,10851(A) VC VEHICLE THEFT
202790169,10/5/2020,0749,10851(A) VC VEHICLE THEFT
202790170,10/5/2020,0750,10851(A) VC VEHICLE THEFT
202790175,10/5/2020,0752,459 PC BURGLARY VEHICLE>$950
202790176,10/5/2020,0754,459 PC BURG COMM-FORCE
202790180,10/5/2020,0759,1065J MISSING JUVENILE
202790182,10/5/2020,0800,10851(A) VC VEHICLE THEFT
202790186,10/5/2020,0805,PROPERTY FOUND-NARCOTICS
202790187,10/5/2020,0806,10851(A) VC VEHICLE THEFT
202790189,10/5/2020,0832,470(A) PC FORGERY
202790195,10/5/2020,0813,1181 VEH ACCIDENT-MINOR INJURY
202790198,10/5/2020,0815,10851(A) VC VEHICLE THEFT
202790200,10/5/2020,0819,11377(A) HS POSN CNTRLD SUBS
202790203,10/5/2020,0825,11364 HS DRUG PARAPHERNALIA
202790205,10/5/2020,0826,10851(A) VC VEHICLE THEFT
202790213,10/5/2020,1457,594 PC VANDALISM-$400 OR MORE
202790215,10/5/2020,0834,602 PC TRESPASSING
202790226,10/5/2020,0845,594 PC VANDALISM-GRAFFITI
202790228,10/5/2020,1332,459 PC BURG COMM-NO FORCE
202790229,10/5/2020,0848,11377(A) HS POSN CNTRLD SUBS
202790238,10/5/2020,1607,10851(A) VC VEHICLE THEFT
202790240,10/5/2020,0900,INFORMATION ONLY
202790245,10/5/2020,0912,242 PC BATTERY
202790258,10/5/2020,0932,459 PC BURGLARY VEHICLE<$950
202790265,10/5/2020,0930,273.6APC DV RESTRAIN ORD VIOL
202790267,10/5/2020,1115,5150 WI 72 HR MENTAL HOLD
202790275,10/5/2020,1350,10851(A) VC VEHICLE THEFT
202790276,10/5/2020,1030,VIN CHECK
202790284,10/5/2020,1006,10851(A) VC VEHICLE THEFT
202790294,10/5/2020,0957,SUSPICIOUS CIRCUMSTANCES
202790298,10/5/2020,1020,11377(A) HS POSN CNTRLD SUBS
202790303,10/5/2020,1712,484PC PETTY THEFT OTHER
202790311,10/5/2020,1014,1055 DEATH/DEAD BODY
202790322,10/5/2020,1021,5150 WI 72 HR MENTAL HOLD
202790332,10/5/2020,1032,243.4 PC BATTERY SEXUAL
202790337,10/5/2020,1039,11352 HS NARCOTICS TRANSPORT
202790338,10/5/2020,1040,1056A SUICIDE ATTEMPT
202790349,10/5/2020,1052,STOLEN PLATE
